date,model,iou,precision,recall,f1,dice,frontier_iou,frontier_f1,iou_improvement,frontier_iou_improvement,frontier_f1_improvement
20210815,CA (Baseline),0.6670396061758767,0.8264863415615016,0.775662800805195,0.8002684558763398,0.8002684563758377,0.13859730508236717,0.2434527191143786,0.0,0.0,0.0
20210816,CA (Baseline),0.6731386154747904,0.8387565043200479,0.7731936874394103,0.8046417778316336,0.8046417783308076,0.5999656573750444,0.7499731687534779,0.0,0.0,0.0
20210817,CA (Baseline),0.6689858754239973,0.8474365348399221,0.7605890147929774,0.8016675094245653,0.8016675099231081,0.378494069107768,0.5491413815739682,0.0,0.0,0.0
20210818,CA (Baseline),0.6562802760601353,0.8543959830068703,0.7389225870141427,0.7924749031116413,0.7924749036090162,0.28011280228693963,0.4376376856023219,0.0,0.0,0.0
20210815,CA+MAS Drones,0.6817966655704688,0.8412049488972541,0.7825081205965757,0.8107955962908289,0.8107955967901767,0.16647441218641676,0.2854317425111453,0.014757059394592154,0.027877107104049587,0.04197902339676668
20210816,CA+MAS Drones,0.7036606365291725,0.8601585347781485,0.7945568272929664,0.8260572804422798,0.826057280941495,0.6297789037309632,0.7728396801368771,0.030522021054382176,0.029813246355918865,0.022866511383399235
20210817,CA+MAS Drones,0.7080061690374442,0.8726407058380456,0.7895962354977397,0.8290440414632787,0.8290440419620319,0.38833533308986445,0.559425844068449,0.03902029361344683,0.009841263982096449,0.010284462494480784
20210818,CA+MAS Drones,0.7032343980622926,0.8897884057103497,0.7703339612326153,0.8257634984811624,0.8257634989785746,0.27122449769655566,0.42671376764476143,0.04695412200215732,-0.008888304590383977,-0.01092391795756048
